UDI,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Type_encoded,Product ID_encoded,Failure Type_encoded
497,297.5,309.2,1530,40.0,206,0,2,7141,1
498,297.4,309.0,1505,39.2,209,0,1,1307,1
499,297.5,309.1,1611,30.2,211,0,1,1308,1
500,297.5,309.1,1515,35.1,213,0,1,1309,1
501,297.5,309.2,1804,27.4,215,0,2,7142,1
502,297.6,309.3,1464,46.2,218,0,2,7143,1
503,297.6,309.2,1390,43.3,221,0,1,1310,1
504,297.6,309.2,1442,48.1,0,0,2,7144,1
505,297.6,309.3,1529,41.9,3,0,2,7145,1
506,297.6,309.3,1610,35.0,6,0,1,1311,1
507,297.6,309.3,1543,34.3,8,0,1,1312,1
508,297.8,309.4,1445,48.2,10,0,0,54,1
509,297.7,309.3,1893,24.6,15,0,1,1313,1
510,297.6,309.3,1415,41.3,17,0,2,7146,1
511,297.5,309.3,1564,37.5,20,0,1,1314,1
512,297.5,309.3,1479,39.4,22,0,1,1315,1
513,297.5,309.2,1426,44.8,24,0,1,1316,1
514,297.4,309.2,1428,38.8,26,0,1,1317,1
515,297.4,309.2,1620,33.2,28,0,1,1318,1
516,297.5,309.2,1715,28.0,30,0,1,1319,1
517,297.5,309.3,1732,29.9,32,0,1,1320,1
518,297.5,309.4,1391,58.2,34,0,2,7147,1
519,297.6,309.5,1924,20.6,37,0,1,1321,1
520,297.7,309.5,2027,19.8,39,0,2,7148,1
521,297.6,309.5,1617,36.2,42,0,1,1322,1
522,297.5,309.4,1497,35.8,44,0,1,1323,1
523,297.5,309.5,1448,43.7,46,0,2,7149,1
524,297.4,309.4,1401,45.9,49,0,1,1324,1
525,297.4,309.4,1620,35.4,51,0,1,1325,1
526,297.4,309.4,1466,45.5,53,0,1,1326,1
527,297.6,309.5,1373,50.6,55,0,1,1327,1
528,297.6,309.6,1592,35.8,57,0,2,7150,1
529,297.5,309.5,1553,42.4,60,0,2,7151,1
530,297.6,309.5,1569,36.2,63,0,1,1328,1
531,297.6,309.5,1709,32.2,65,0,2,7152,1
532,297.6,309.5,1549,34.9,68,0,1,1329,1
533,297.5,309.4,1443,45.4,70,0,1,1330,1
534,297.5,309.3,1675,29.8,72,0,1,1331,1
535,297.5,309.3,1623,33.4,74,0,1,1332,1
536,297.4,309.3,1365,52.4,76,0,0,55,1
537,297.4,309.3,1759,24.8,81,0,1,1333,1
538,297.4,309.3,1516,43.0,83,0,0,56,1
539,297.4,309.3,1499,36.8,88,0,2,7153,1
540,297.4,309.3,1775,25.8,91,0,2,7154,1
541,297.4,309.4,1473,45.5,94,0,1,1334,1
542,297.4,309.4,1296,52.3,96,0,1,1335,1
543,297.5,309.4,1803,24.7,98,0,1,1336,1
544,297.5,309.3,1563,36.1,100,0,0,57,1
545,297.5,309.4,1831,26.6,105,0,2,7155,1
546,297.6,309.4,1958,22.1,108,0,1,1337,1
547,297.5,309.4,1809,24.3,110,0,1,1338,1
548,297.5,309.4,1482,39.3,112,0,2,7156,1
549,297.4,309.3,1332,53.2,115,0,1,1339,1
550,297.4,309.2,1437,40.4,117,0,1,1340,1
551,297.4,309.2,1698,29.4,119,0,1,1341,1
552,297.4,309.2,1274,54.3,121,0,1,1342,1
553,297.4,309.3,1622,35.0,123,0,2,7157,1
554,297.4,309.3,1564,36.0,126,0,2,7158,1
555,297.5,309.4,1368,45.3,129,0,0,58,1
556,297.4,309.4,1539,42.2,134,0,2,7159,1
557,297.5,309.4,1357,50.1,137,0,1,1343,1
558,297.5,309.4,1433,48.3,139,0,2,7160,1
559,297.5,309.4,1650,34.6,142,0,1,1344,1
560,297.5,309.4,1503,40.6,144,0,1,1345,1
561,297.5,309.4,1318,58.2,146,0,1,1346,1
562,297.5,309.4,1678,34.4,148,0,2,7161,1
563,297.6,309.5,1574,30.9,151,0,1,1347,1
564,297.7,309.6,1529,35.2,153,0,1,1348,1
565,297.6,309.6,1669,32.1,155,0,0,59,1
566,297.7,309.7,1570,35.8,160,0,0,60,1
567,297.6,309.7,1541,33.7,165,0,2,7162,1
568,297.7,309.7,1680,30.2,168,0,2,7163,1
569,297.8,309.7,1935,22.1,171,0,1,1349,1
570,297.7,309.6,1596,35.2,173,0,2,7164,1
571,297.7,309.7,1498,41.0,176,0,1,1350,1
572,297.8,309.8,1676,29.0,178,0,2,7165,1
573,297.8,309.9,1351,49.0,181,0,1,1351,1
574,297.9,309.9,1472,45.0,183,0,1,1352,1
575,297.9,310.0,1439,41.7,185,0,2,7166,1
576,297.9,309.9,1410,55.4,188,0,2,7167,1
577,297.7,309.7,1440,51.1,191,0,0,61,1
578,297.7,309.7,1591,37.7,196,0,1,1353,1
579,297.8,309.8,1533,36.8,198,0,1,1354,1
580,297.8,309.7,1700,31.3,200,0,2,7168,1
581,297.8,309.8,1798,25.5,203,0,2,7169,1
582,297.8,309.7,1394,42.9,206,0,1,1355,1
583,297.8,309.7,1341,49.2,208,0,1,1356,1
584,297.7,309.6,1697,32.2,210,0,0,62,1
585,297.6,309.6,1419,48.2,215,0,0,63,1
586,297.6,309.5,2001,20.5,220,0,1,1357,1
587,297.6,309.6,1501,49.8,222,1,1,1358,2
588,297.6,309.5,1623,33.1,224,0,0,64,1
589,297.6,309.4,1628,33.4,229,0,1,1359,1
590,297.6,309.4,1491,40.2,231,0,1,1360,1
591,297.5,309.4,1517,36.7,233,0,1,1361,1
592,297.5,309.3,1525,41.7,235,0,0,65,1
593,297.5,309.5,1668,27.9,240,0,0,66,1
594,297.5,309.6,1312,50.7,0,0,1,1362,1
595,297.6,309.6,1278,50.4,2,0,0,67,1
596,297.6,309.6,1330,53.1,7,0,2,7170,1
597,297.6,309.6,1530,37.3,10,0,2,7171,1
598,297.6,309.6,1428,46.6,13,0,0,68,1
599,297.7,309.6,1480,47.9,18,0,1,1363,1
600,297.7,309.7,1616,31.1,20,0,0,69,1
601,297.8,309.7,1547,37.3,25,0,1,1364,1
602,297.9,309.7,2194,16.8,27,0,1,1365,1
603,297.9,309.8,2000,21.3,29,0,1,1366,1
604,297.9,309.8,1336,71.6,31,1,1,1367,3
605,297.9,309.9,1542,33.8,33,0,1,1368,1
606,297.9,309.8,1693,29.9,35,0,2,7172,1
607,297.9,309.8,1461,50.5,38,0,1,1369,1
608,298.0,309.9,1565,33.9,40,0,2,7173,1
609,298.0,309.9,1403,47.7,43,0,1,1370,1
610,298.1,309.9,1629,32.5,45,0,1,1371,1
611,298.1,310.0,1534,33.7,47,0,1,1372,1
612,298.1,310.0,1553,40.9,49,0,1,1373,1
613,298.1,309.9,1563,32.8,51,0,1,1374,1
614,298.1,309.9,1634,30.0,53,0,1,1375,1
615,298.0,309.9,1445,45.2,55,0,2,7174,1
616,298.1,309.9,1642,30.4,58,0,1,1376,1
617,298.1,309.9,1686,29.1,60,0,0,70,1
618,298.1,310.0,1393,43.1,65,0,2,7175,1
619,298.2,310.0,1433,44.2,68,0,0,71,1
620,298.3,310.0,1507,44.7,73,0,1,1377,1
621,298.3,310.1,1389,49.6,75,0,2,7176,1
622,298.3,310.1,1408,45.3,78,0,1,1378,1
623,298.4,310.2,1725,32.0,80,0,2,7177,1
624,298.4,310.1,1926,23.7,83,0,1,1379,1
625,298.3,310.1,1509,37.6,85,0,0,72,1
626,298.3,310.1,1545,36.3,90,0,1,1380,1
627,298.4,310.1,1533,35.2,92,0,1,1381,1
628,298.4,310.1,1455,42.2,94,0,1,1382,1
629,298.4,310.1,1335,57.8,96,0,2,7178,1
630,298.3,310.1,1523,45.9,99,0,1,1383,1
631,298.3,310.0,1460,47.6,101,0,1,1384,1
632,298.4,310.0,1554,37.3,103,0,1,1385,1
633,298.3,310.0,1419,47.1,105,0,0,73,1
634,298.3,310.0,1442,43.9,110,0,1,1386,1
635,298.3,309.9,1507,41.6,112,0,1,1387,1
636,298.3,310.0,1858,23.9,114,0,1,1388,1
637,298.3,309.9,1463,43.9,116,0,1,1389,1
638,298.2,309.7,1585,37.4,118,0,1,1390,1
639,298.0,309.6,1536,37.3,120,0,1,1391,1
640,298.0,309.6,1403,51.3,122,0,1,1392,1
641,297.9,309.6,1515,38.8,124,0,2,7179,1
642,297.9,309.5,1390,47.9,127,0,1,1393,1
643,297.8,309.4,1226,58.7,129,0,2,7180,1
644,297.8,309.4,1495,36.5,132,0,2,7181,1
645,297.7,309.4,1608,30.2,135,0,0,74,1
646,297.7,309.4,1392,44.1,140,0,1,1394,1
647,297.7,309.4,1461,43.7,142,0,2,7182,1
648,297.7,309.3,1559,36.9,145,0,1,1395,1
649,297.7,309.3,1400,48.9,147,0,0,75,1
650,297.7,309.2,1732,28.8,152,0,2,7183,1
651,297.6,309.2,1611,33.1,155,0,1,1396,1
652,297.6,309.1,1503,38.9,157,0,1,1397,1
653,297.7,309.2,1391,44.5,159,0,1,1398,1
654,297.8,309.3,2015,20.1,161,0,1,1399,1
655,297.8,309.2,1683,30.9,163,0,1,1400,1
656,297.7,309.1,1435,38.8,165,0,1,1401,1
657,297.7,309.1,1732,28.1,167,0,2,7184,1
658,297.7,309.2,1365,58.6,170,0,1,1402,1
659,297.7,309.1,1562,36.8,172,0,1,1403,1
660,297.6,309.1,1449,49.1,174,0,1,1404,1
661,297.7,309.2,1700,27.4,176,0,2,7185,1
662,297.6,309.0,1427,45.6,179,0,2,7186,1
663,297.6,308.9,1479,38.1,182,0,2,7187,1
664,297.5,308.9,1469,44.0,185,0,1,1405,1
665,297.5,308.9,1390,47.4,187,0,1,1406,1
666,297.5,308.9,1729,28.1,189,0,1,1407,1
667,297.5,309.0,1470,43.5,191,0,1,1408,1
668,297.5,308.9,1459,48.5,193,0,1,1409,1
669,297.5,308.9,1738,24.0,195,0,1,1410,1
670,297.5,308.9,1471,37.7,197,0,0,76,1
671,297.6,309.0,1822,25.4,202,0,1,1411,1
672,297.5,308.9,1554,34.8,204,0,1,1412,1
673,297.6,308.9,1433,43.2,206,0,2,7188,1
674,297.6,308.9,1449,47.7,209,0,1,1413,1
675,297.8,309.0,1456,41.2,0,0,1,1414,1
676,297.8,309.1,1424,45.5,2,0,2,7189,1
677,297.9,309.2,1577,34.7,5,0,0,77,1
678,297.9,309.2,1478,39.7,10,0,1,1415,1
679,297.8,309.2,1295,61.2,12,0,2,7190,1
680,297.8,309.2,1372,47.3,15,0,1,1416,1
681,297.8,309.1,1432,42.6,17,0,2,7191,1
682,297.7,309.0,1656,33.2,20,0,2,7192,1
683,297.8,309.0,1410,48.8,23,0,0,78,1
684,297.7,309.0,1874,24.4,28,0,1,1417,1
685,297.7,309.0,1538,43.2,30,0,1,1418,1
686,297.7,309.0,1636,29.7,32,0,2,7193,1
687,297.7,309.0,1504,40.4,35,0,2,7194,1
688,297.7,309.0,1531,42.4,38,0,2,7195,1
689,297.6,309.0,1735,26.4,41,0,0,79,1
690,297.6,309.0,1354,55.6,46,0,0,80,1
691,297.6,309.0,1413,40.2,51,0,0,81,1
692,297.7,309.1,1563,39.3,56,0,1,1419,1
693,297.7,309.1,1479,42.1,58,0,1,1420,1
694,297.7,309.1,1477,38.3,60,0,1,1421,1
695,297.6,309.1,1394,50.0,62,0,1,1422,1
696,297.6,309.0,1487,45.4,64,0,1,1423,1
697,297.6,309.0,1815,25.3,66,0,2,7196,1
698,297.6,308.8,1453,39.7,69,0,2,7197,1
699,297.6,308.8,1539,40.2,72,0,1,1424,1
700,297.5,308.7,1416,39.2,74,0,0,82,1
701,297.6,308.8,1683,31.6,79,0,2,7198,1
702,297.7,308.8,1515,40.1,82,0,1,1425,1
703,297.7,308.9,1531,48.3,84,0,2,7199,1
704,297.7,308.9,1479,40.9,87,0,0,83,1
705,297.7,308.9,1516,33.7,92,0,1,1426,1
706,297.7,309.0,1507,38.2,94,0,1,1427,1
707,297.8,309.0,1434,43.3,96,0,2,7200,1
708,297.7,308.9,1838,27.3,99,0,1,1428,1
709,297.6,308.8,1416,45.9,101,0,2,7201,1
710,297.6,308.8,1357,49.7,104,0,2,7202,1
711,297.5,308.7,1697,28.1,107,0,2,7203,1
712,297.5,308.7,1443,46.2,110,0,1,1429,1
713,297.5,308.7,1453,37.6,112,0,1,1430,1
714,297.4,308.6,1439,46.4,114,0,1,1431,1
715,297.4,308.6,1609,36.2,116,0,1,1432,1
716,297.4,308.6,1324,59.1,118,0,1,1433,1
717,297.4,308.6,1420,45.8,120,0,0,84,1
718,297.4,308.7,1545,36.9,125,0,1,1434,1
719,297.5,308.8,1477,39.0,127,0,1,1435,1
720,297.4,308.8,1447,58.1,129,0,1,1436,1
721,297.4,308.9,1809,23.8,131,0,1,1437,1
722,297.5,308.9,1696,30.9,133,0,1,1438,1
723,297.5,308.9,1427,44.7,135,0,1,1439,1
724,297.4,308.9,1500,46.3,137,0,2,7204,1
725,297.5,308.9,1390,44.6,140,0,1,1440,1
726,297.4,308.8,1640,34.2,142,0,1,1441,1
727,297.4,308.8,1628,37.4,144,0,2,7205,1
728,297.3,308.6,1499,37.6,147,0,0,85,1
729,297.4,308.7,1425,50.3,152,0,2,7206,1
730,297.3,308.6,1586,37.7,155,0,1,1442,1
731,297.3,308.6,1471,50.7,157,0,2,7207,1
732,297.3,308.6,1431,53.0,160,0,2,7208,1
733,297.2,308.6,1924,22.1,163,0,1,1443,1
734,297.1,308.4,1421,42.0,165,0,2,7209,1
735,297.0,308.4,1305,54.6,168,0,0,86,1
736,296.9,308.4,1557,32.4,173,0,1,1444,1
737,296.9,308.3,1555,38.2,175,0,1,1445,1
738,296.9,308.3,1474,39.2,177,0,0,87,1
739,296.8,308.3,1506,45.9,182,0,1,1446,1
740,296.9,308.4,1390,41.8,184,0,1,1447,1
741,296.9,308.4,1450,46.9,186,0,2,7210,1
742,296.9,308.3,1513,38.8,189,0,1,1448,1
743,296.8,308.2,1643,34.7,191,0,1,1449,1
744,296.8,308.2,1361,53.8,193,0,1,1450,1
745,296.7,308.1,1450,40.9,195,0,1,1451,1
746,296.7,308.0,1451,50.7,197,0,1,1452,1
747,296.8,308.1,1289,62.0,199,1,1,1453,2
748,296.8,308.1,1356,48.3,201,0,1,1454,1
749,296.7,308.1,1528,46.3,203,0,0,88,1
750,296.6,308.0,1978,22.3,208,0,1,1455,1
751,296.7,308.0,1535,36.8,210,0,1,1456,1
752,296.8,308.1,1843,24.2,212,0,2,7211,1
753,296.9,308.1,1422,48.7,215,0,1,1457,1
754,296.8,308.0,1536,40.4,217,0,1,1458,1
755,296.9,308.1,1483,44.3,219,0,2,7212,1
756,296.8,308.1,1492,43.7,222,0,0,89,1
757,296.8,308.0,1584,40.4,227,0,1,1459,1
758,296.9,308.1,1555,33.7,229,0,1,1460,1
759,296.8,308.0,1497,41.7,231,0,1,1461,1
760,296.7,307.8,1537,36.3,233,0,2,7213,1
761,296.7,307.8,1505,39.4,236,0,1,1462,1
762,296.7,307.8,1646,34.6,238,0,1,1463,1
763,296.7,307.8,1286,60.5,0,0,2,7214,1
764,296.7,307.8,1400,47.5,3,0,1,1464,1
765,296.8,307.9,1337,56.5,5,0,1,1465,1
766,296.9,308.0,1332,53.9,7,0,1,1466,1
767,296.8,308.0,1561,38.3,9,0,1,1467,1
768,296.9,308.0,1546,31.1,11,0,1,1468,1
769,296.9,308.0,1713,29.3,13,0,1,1469,1
770,296.9,308.0,1343,44.5,15,0,1,1470,1
771,296.8,308.0,1391,54.4,17,0,1,1471,1
772,296.8,308.0,1311,58.6,19,0,0,90,1
773,296.8,308.0,1453,51.0,24,0,0,91,1
774,296.8,308.0,1510,39.4,29,0,1,1472,1
775,296.8,307.9,1448,48.8,31,0,1,1473,1
776,296.7,307.8,1453,46.0,33,0,1,1474,1
777,296.7,307.8,1468,39.2,35,0,1,1475,1
778,296.7,307.8,1382,47.5,37,0,1,1476,1
779,296.7,308.0,1580,32.2,39,0,1,1477,1
780,296.8,308.0,1666,29.8,41,0,1,1478,1
781,296.9,308.0,1409,50.7,43,0,2,7215,1
782,296.8,308.0,1675,29.7,46,0,1,1479,1
783,296.8,307.9,1698,30.8,48,0,1,1480,1
784,296.7,307.9,1579,33.4,50,0,0,92,1
785,296.7,307.9,1743,27.9,55,0,1,1481,1
786,296.9,308.0,1497,44.8,57,0,2,7216,1
787,296.9,308.1,1741,28.8,60,0,1,1482,1
788,296.9,308.1,1435,45.3,62,0,1,1483,1
789,296.9,308.1,1440,46.3,64,0,2,7217,1
790,296.9,308.0,1641,33.3,67,0,2,7218,1
791,296.8,307.9,1420,45.4,70,0,1,1484,1
792,296.8,307.9,1611,35.4,72,0,1,1485,1
793,296.8,307.8,1373,42.9,74,0,1,1486,1
794,296.8,307.9,1683,31.8,76,0,2,7219,1
795,296.9,307.9,1547,32.6,79,0,0,93,1
796,296.9,307.8,1605,37.0,84,0,1,1487,1
797,296.9,307.9,2010,18.9,86,0,2,7220,1
798,296.8,307.7,1565,40.1,89,0,1,1488,1
799,296.9,307.8,1828,24.6,91,0,2,7221,1
800,297.0,307.8,1579,34.1,94,0,2,7222,1
801,297.0,307.9,1882,24.2,97,0,2,7223,1
802,296.9,307.8,1285,52.1,100,0,1,1489,1
803,296.9,307.8,1571,35.0,102,0,1,1490,1
804,296.9,307.8,1549,37.8,104,0,0,94,1
805,296.9,307.8,1544,37.6,109,0,2,7224,1
806,297.0,307.9,1412,47.4,112,0,2,7225,1
807,297.0,307.9,1422,53.0,115,0,2,7226,1
808,297.0,307.7,1867,22.8,118,0,1,1491,1
809,296.9,307.7,1424,43.3,120,0,1,1492,1
810,296.9,307.6,1452,45.7,122,0,1,1493,1
811,296.9,307.7,1550,39.7,124,0,1,1494,1
812,296.8,307.6,1588,37.6,126,0,1,1495,1
813,296.8,307.6,1338,44.4,128,0,1,1496,1
814,296.8,307.6,1513,40.0,130,0,1,1497,1
815,296.8,307.5,1470,45.9,132,0,2,7227,1
816,296.8,307.5,1516,36.7,135,0,2,7228,1
817,296.8,307.6,1434,48.3,138,0,1,1498,1
818,296.8,307.6,1368,52.0,140,0,1,1499,1
819,296.8,307.6,1304,48.7,142,0,1,1500,1
820,296.8,307.6,1398,46.7,144,0,1,1501,1
821,296.7,307.6,1516,37.4,146,0,1,1502,1
822,296.7,307.6,1474,41.7,148,0,1,1503,1
823,296.7,307.6,1547,34.7,150,0,2,7229,1
824,296.6,307.5,1482,39.9,153,0,2,7230,1
825,296.6,307.4,1436,42.8,156,0,1,1504,1
826,296.6,307.3,1474,40.0,158,0,1,1505,1
827,296.5,307.2,1481,38.2,160,0,1,1506,1
828,296.5,307.3,1501,42.1,162,0,1,1507,1
829,296.5,307.3,1566,37.2,164,0,1,1508,1
830,296.5,307.3,1579,34.5,166,0,1,1509,1
831,296.6,307.4,1631,35.0,168,0,1,1510,1
832,296.6,307.4,1544,42.3,170,0,2,7231,1
833,296.6,307.4,1521,38.6,173,0,1,1511,1
834,296.6,307.4,1616,28.0,175,0,1,1512,1
835,296.6,307.4,1333,50.2,177,0,0,95,1
836,296.7,307.4,1533,32.5,182,0,2,7232,1
837,296.6,307.4,1368,45.1,185,0,1,1513,1
838,296.6,307.4,1465,47.8,187,0,1,1514,1
839,296.6,307.4,1406,41.5,189,0,0,96,1
840,296.5,307.4,1565,43.5,194,0,2,7233,1
841,296.6,307.5,1582,37.9,197,0,1,1515,1
842,296.6,307.5,1439,45.5,199,0,1,1516,1
843,296.6,307.5,1566,35.0,201,0,2,7234,1
844,296.6,307.5,1485,42.7,204,0,1,1517,1
845,296.5,307.5,1566,35.1,206,0,1,1518,1
846,296.3,307.3,1439,41.5,208,0,1,1519,1
847,296.4,307.4,1416,50.0,210,0,2,7235,1
848,296.4,307.4,2833,5.6,213,1,1,1520,3
849,296.3,307.4,1465,47.1,215,0,1,1521,1
850,296.4,307.4,1586,35.5,0,0,0,97,1
851,296.3,307.3,1567,31.4,5,0,1,1522,1
852,296.2,307.2,1389,48.6,7,0,2,7236,1
853,296.3,307.3,1368,49.5,10,0,2,7237,1
854,296.3,307.3,1444,49.0,13,0,1,1523,1
855,296.3,307.3,1498,41.6,15,0,2,7238,1
856,296.1,307.2,1615,30.8,18,0,1,1524,1
857,296.1,307.1,1898,22.7,20,0,1,1525,1
858,296.1,307.1,1350,53.3,22,0,2,7239,1
859,296.2,307.0,1516,37.6,25,0,2,7240,1
860,296.2,307.0,1542,40.6,28,0,0,98,1
861,296.1,306.9,1541,32.6,33,0,0,99,1
862,296.1,306.9,1951,23.3,38,0,2,7241,1
863,296.1,306.8,1645,31.0,41,0,0,100,1
864,296.0,306.7,1416,44.2,46,0,1,1526,1
865,296.0,306.7,2044,22.3,48,0,2,7242,1
866,295.9,306.6,1414,50.2,51,0,1,1527,1
867,295.9,306.6,1678,26.7,53,0,1,1528,1
868,295.9,306.5,1594,33.2,55,0,0,101,1
869,295.8,306.5,1514,37.7,60,0,2,7243,1
870,295.8,306.5,1358,49.2,63,0,1,1529,1
871,295.8,306.4,1325,56.2,65,0,1,1530,1
872,295.8,306.4,1339,53.2,67,0,1,1531,1
873,295.8,306.4,1335,51.7,69,0,2,7244,1
874,295.9,306.4,1892,21.7,72,0,1,1532,1
875,295.9,306.4,1575,28.5,74,0,1,1533,1
876,295.8,306.3,1444,45.5,76,0,2,7245,1
877,295.7,306.3,1915,22.4,79,0,1,1534,1
878,295.6,306.2,1584,33.6,81,0,2,7246,1
879,295.7,306.3,1685,34.9,84,0,2,7247,1
880,295.8,306.3,1337,54.6,87,0,1,1535,1
881,295.8,306.3,1235,76.2,89,1,2,7248,3
882,295.7,306.2,1464,46.2,92,0,1,1536,1
883,295.7,306.2,1739,25.9,94,0,2,7249,1
884,295.7,306.3,1490,34.3,97,0,1,1537,1
885,295.8,306.4,1356,48.0,99,0,1,1538,1
886,295.7,306.2,1397,52.0,101,0,1,1539,1
887,295.7,306.2,1458,40.6,103,0,1,1540,1
888,295.7,306.2,2161,16.5,105,0,0,102,1
889,295.6,306.1,1651,28.1,110,0,2,7250,1
890,295.6,306.1,1389,46.2,113,0,1,1541,1
891,295.6,306.0,1370,52.4,115,0,1,1542,1
892,295.7,306.1,1408,47.9,117,0,1,1543,1
893,295.7,306.1,1343,54.4,119,0,1,1544,1
894,295.7,306.2,1423,42.5,121,0,2,7251,1
895,295.6,306.2,1426,48.6,124,0,1,1545,1
896,295.6,306.2,1435,51.6,126,0,2,7252,1
897,295.5,306.1,1573,35.1,129,0,1,1546,1
898,295.6,306.2,1612,31.2,131,0,1,1547,1
899,295.6,306.2,1446,49.9,133,0,1,1548,1
900,295.6,306.2,1329,55.3,135,0,0,103,1
901,295.6,306.2,1569,35.1,140,0,1,1549,1
902,295.6,306.1,1256,62.3,142,0,0,104,1
903,295.6,306.1,1383,48.7,147,0,1,1550,1
904,295.7,306.2,2270,14.6,149,1,1,1551,3
905,295.7,306.2,1458,49.8,151,0,0,105,1
906,295.6,306.1,1474,41.2,156,0,1,1552,1
907,295.6,306.1,1462,49.2,158,0,2,7253,1
908,295.6,306.1,1669,29.0,161,0,2,7254,1
909,295.5,306.1,1822,24.3,164,0,2,7255,1
910,295.5,306.0,1456,39.2,167,0,1,1553,1
911,295.5,306.0,1546,35.9,169,0,1,1554,1
912,295.6,306.1,1490,42.7,171,0,2,7256,1
913,295.6,306.0,1569,40.4,174,0,1,1555,1
914,295.5,306.0,1621,29.5,176,0,1,1556,1
915,295.4,305.9,1518,40.6,178,0,2,7257,1
916,295.4,305.8,1526,38.2,181,0,2,7258,1
917,295.3,305.8,1589,36.2,184,0,2,7259,1
918,295.3,305.7,1475,51.0,187,0,1,1557,1
919,295.3,305.7,1473,38.5,189,0,2,7260,1
920,295.4,305.8,1407,50.7,192,0,1,1558,1
921,295.5,305.9,1518,44.1,194,0,2,7261,1
922,295.5,305.9,1593,37.2,197,0,0,106,1
923,295.5,305.9,1380,52.4,202,0,2,7262,1
924,295.5,306.0,1423,45.3,205,0,2,7263,1
925,295.5,306.0,1800,27.6,208,0,1,1559,1
926,295.6,306.1,1623,30.9,210,0,0,107,1
927,295.6,306.1,1372,55.6,215,1,1,1560,2
928,295.6,306.0,1396,52.4,0,0,0,108,1
929,295.6,306.0,1949,21.9,5,0,1,1561,1
930,295.6,306.0,1419,51.1,7,0,1,1562,1
931,295.5,305.9,1453,47.3,9,0,2,7264,1
932,295.5,305.9,1542,36.2,12,0,1,1563,1
933,295.6,306.0,1363,50.0,14,0,1,1564,1
934,295.5,306.0,1597,37.2,16,0,1,1565,1
935,295.5,306.0,1326,50.8,18,0,2,7265,1
936,295.5,306.0,1641,36.6,21,0,2,7266,1
937,295.6,306.1,1418,46.2,24,0,2,7267,1
938,295.6,306.2,1263,61.8,27,0,1,1566,1
939,295.6,306.2,1823,25.8,29,0,1,1567,1
940,295.5,306.1,1488,40.7,31,0,1,1568,1
941,295.6,306.2,1443,48.9,33,0,1,1569,1
942,295.6,306.2,1650,28.2,35,0,1,1570,1
943,295.7,306.3,1462,44.3,37,0,2,7268,1
944,295.6,306.2,1477,45.0,40,0,2,7269,1
945,295.7,306.3,1712,28.5,43,0,2,7270,1
946,295.7,306.3,1347,50.4,46,0,2,7271,1
947,295.6,306.2,1287,54.8,49,0,1,1571,1
948,295.6,306.2,1428,44.5,51,0,1,1572,1
949,295.6,306.3,1426,45.5,53,0,2,7272,1
950,295.6,306.3,1636,32.7,56,0,1,1573,1
951,295.6,306.2,1424,42.5,58,0,1,1574,1
952,295.6,306.3,1509,35.8,60,0,0,109,1
953,295.5,306.2,1448,48.9,65,0,1,1575,1
954,295.5,306.1,1650,32.8,67,0,1,1576,1
955,295.6,306.2,1414,42.5,69,0,0,110,1
956,295.6,306.3,1911,20.9,74,0,1,1577,1
957,295.6,306.2,1632,32.2,76,0,0,111,1
958,295.7,306.4,1387,40.1,81,0,2,7273,1
959,295.8,306.4,1399,47.6,84,0,1,1578,1
960,295.8,306.5,1505,35.2,86,0,1,1579,1
961,295.8,306.5,1534,37.9,88,0,1,1580,1
962,295.8,306.5,1493,40.5,90,0,1,1581,1
963,295.8,306.6,1480,43.2,92,0,2,7274,1
964,295.8,306.6,1621,31.6,95,0,1,1582,1
965,295.7,306.5,1737,26.2,97,0,1,1583,1
966,295.8,306.6,1508,46.5,99,0,1,1584,1
967,295.8,306.5,1641,32.2,101,0,2,7275,1
968,295.9,306.6,1532,38.6,104,0,2,7276,1
969,295.9,306.7,1547,40.9,107,0,1,1585,1
970,295.9,306.6,1412,41.0,109,0,1,1586,1
971,295.8,306.5,1568,35.1,111,0,1,1587,1
972,295.9,306.6,1557,41.1,113,0,1,1588,1
973,295.8,306.6,1644,35.2,115,0,1,1589,1
974,295.9,306.6,1679,30.4,117,0,1,1590,1
975,296.0,306.6,1511,35.2,119,0,1,1591,1
976,296.0,306.6,1628,36.8,121,0,2,7277,1
977,296.0,306.6,1392,51.3,124,0,2,7278,1
978,296.0,306.7,1917,21.0,127,0,1,1592,1
979,296.2,306.8,1526,42.3,129,0,2,7279,1
980,296.2,306.8,1389,53.3,132,0,1,1593,1
981,296.1,306.7,1409,42.8,134,0,1,1594,1
982,296.2,306.8,1655,31.1,136,0,1,1595,1
983,296.2,306.9,1516,39.1,138,0,1,1596,1
984,296.2,306.9,1526,34.9,140,0,1,1597,1
985,296.3,307.1,1419,48.6,142,0,1,1598,1
986,296.4,307.2,1748,25.3,144,0,1,1599,1
987,296.4,307.1,1638,32.5,146,0,0,112,1
988,296.3,307.1,1534,33.8,151,0,2,7280,1
989,296.3,307.1,1774,25.9,154,0,0,113,1
990,296.2,307.0,2119,18.3,159,0,2,7281,1
991,296.2,307.0,1414,48.3,162,0,1,1600,1
992,296.1,307.0,1523,42.0,164,0,2,7282,1
993,296.1,307.1,1651,35.7,167,0,1,1601,1
994,296.1,307.1,1485,36.0,169,0,2,7283,1
995,296.2,307.2,1168,63.4,172,0,2,7284,1
